symbol,name,country,ipo_date,industry,mkt_cap
CODX,Co-Diagnostics Inc,US,2017-07-12,Health Care,45.45623400000001
RGLD,Royal Gold Inc,US,1981-06-09,Metals & Mining,9053.635756
LBRDA,Liberty Broadband Corp,US,2014-11-04,Media,11763.745937
MCAA,Mountain & Co I Acquisition Corp,KY,2021-11-05,,192.225906
NURO,NeuroMetrix Inc,US,2004-07-22,Health Care,11.141899
BWAQ,Blue World Acquisition Corp,US,2022-01-31,,149.34911240324894
KOSS,Koss Corp,US,1980-03-17,Consumer products,41.354075
TNYA,Tenaya Therapeutics Inc,US,2021-07-30,Biotechnology,177.86157
MIST,Milestone Pharmaceuticals Inc,CA,2019-05-09,Pharmaceuticals,129.48731899999999
CRNC,Cerence Inc,US,2019-09-16,Technology,1077.6671939999999
NAT,Nordic American Tanker Ltd,BM,1995-09-14,Energy ,711.995853
WMPN,William Penn Bancorp,US,2008-04-16,Banking,146.277179
CLNN,Clene Inc.,US,2018-08-27,Biotechnology,86.930003
AQB,AquaBounty Technologies Inc,US,2017-01-09,Biotechnology,40.11355400000001
AMNB,American National Bankshares Inc,US,1994-04-04,Banking,315.655302
BJDX,Bluejay Diagnostics Inc,US,2021-11-10,Health Care,8.03558
ECVT,Ecovyst Inc,US,2017-09-29,Chemicals,1339.119598
UDMY,Udemy Inc,US,2021-10-29,Diversified Consumer Services,1255.9095320000001
OXSQ,Oxford Square Capital Corp,US,2014-03-05,Financial Services,182.13
CBFV,CB Financial Services Inc,US,1994-03-09,Banking,110.46888199999998
MEDP,Medpace Holdings Inc,US,2016-08-11,Life Sciences Tools & Services,5928.406717
FCBC,First Community Bankshares Inc,US,1994-03-10,Banking,391.42569199999997
CSBR,Champions Oncology Inc,US,1988-11-30,Life Sciences Tools & Services,61.28509799999999
AP,Ampco-Pittsburgh Corp,US,1980-03-17,Metals & Mining,53.941781000000006
DJCO,Daily Journal Corp,US,1986-06-11,Media,396.17038600000006
XOS,Xos Inc,US,2020-07-10,Machinery,101.55943399999998
TWOU,2U Inc,US,2014-03-28,Diversified Consumer Services,471.68079699999987
RELI,Reliance Global Group Inc,US,2014-11-25,Insurance,3.562
WKHS,Workhorse Group Inc,US,2009-07-14,Automobiles,190.85196399999998
MELI,MercadoLibre Inc,UY,2007-08-10,Retail,62570.900574
BON,Bon Natural Life Ltd,CN,2021-06-24,Chemicals,14.8245
SO,Southern Co,US,1949-09-30,Utilities,78738.923029
CRSR,Corsair Gaming Inc,US,2020-09-23,Technology,1793.3003640000002
LCFY,Locafy Ltd,AU,2022-03-24,Technology,7.76923
COGT,Cogent Biosciences Inc,US,2018-03-29,Biotechnology,757.5237590000003
TENK,TenX Keane Acquisition,US,2022-10-14,,0.0
MANU,Manchester United PLC,GB,2012-08-10,Media,3536.8165689999996
PNR,Pentair PLC,GB,1980-03-17,Machinery,8653.313147000003
ALTG,Alta Equipment Group Inc,US,2019-04-12,Trading Companies & Distributors,431.08089200000006
JRSH,Jerash Holdings (US) Inc,US,2018-05-04,"Textiles, Apparel & Luxury Goods",55.947315
UIS,Unisys Corp,US,1981-05-22,Technology,257.676596
GTN,Gray Television Inc,US,1996-09-24,Media,756.615622
HSON,Hudson Global Inc,US,2003-03-17,Professional Services,65.327573
FCUV,Focus Universal Inc,US,2014-07-31,Electrical Equipment,135.810211
CKPT,Checkpoint Therapeutics Inc,US,2016-11-02,Biotechnology,29.58617200000001
SOTK,Sono-Tek Corp,US,1987-03-06,Electrical Equipment,80.65294499999999
AURA,Aura Biosciences Inc,US,2021-10-29,Biotechnology,326.21488699999986
ENB,Enbridge Inc,CA,2001-10-30,Energy ,106449.41078600001
FSS,Federal Signal Corp,US,1980-03-17,Machinery,3069.933167
SITM,SiTime Corp,US,2019-11-21,Semiconductors,2823.381404000001
FE,FirstEnergy Corp,US,1946-09-13,Utilities,23862.624368
SNX,TD Synnex Corp,US,2003-11-25,Electrical Equipment,8777.090872
OTEX,Open Text Corp,CA,1998-06-26,Technology,13942.374391
ALRS,Alerus Financial Corp,US,2001-07-27,Financial Services,322.34141199999993
INCY,Incyte Corp,US,1993-12-06,Biotechnology,16836.088502000002
FNGR,FingerMotion Inc,US,2014-09-23,Telecommunication,67.46553
XENE,Xenon Pharmaceuticals Inc,CA,2014-10-17,Biotechnology,2215.15495
EVBG,Everbridge Inc,US,2016-09-16,Technology,1280.770757
TGAA,Target Global Acquisition I Corp,KY,2021-08-23,,280.7086771408114
DSGN,Design Therapeutics Inc,US,2021-03-26,Biotechnology,304.05190600000003
KEYS,Keysight Technologies Inc,US,2014-10-20,Electrical Equipment,27745.107650999995
NN,NextNav Inc,US,2021-10-29,Technology,201.378304
RPRX,Royalty Pharma PLC,US,2020-06-16,Pharmaceuticals,22090.811447
VRPX,Virpax Pharmaceuticals Inc,US,2021-02-17,Pharmaceuticals,9.134799000000001
ARWR,Arrowhead Pharmaceuticals Inc,US,1993-12-14,Biotechnology,2834.477037
QIPT,Quipt Home Medical Corp,US,2014-03-18,Health Care,317.84877400000005
LSPD,Lightspeed Commerce Inc,CA,2019-03-08,Technology,2818.015742
PNNT,Pennantpark Investment Corp,US,2007-04-19,Financial Services,415.38
TSLA,Tesla Inc,US,2010-06-09,Automobiles,585548.8533350001
AGRX,Agile Therapeutics Inc,US,2014-05-22,Pharmaceuticals,10.703797999999999
ESOA,Energy Services Of America Corp,US,2006-08-31,,39.667902000000005
AJG,Arthur J. Gallagher & Co.,US,1984-06-21,Insurance,41860.990588
VVX,V2X Inc,US,2014-09-16,Aerospace & Defense,1246.368148
UBSI,United Bankshares Inc,US,1970-09-16,Banking,4632.546716
FNWD,Finward Bancorp,US,1998-03-18,Banking,124.278741
AVNT,Avient Corp,US,2000-09-01,Chemicals,3617.734078999999
NWLI,National Western Life Group Inc,US,1966-09-16,Insurance,838.0367719999999
FICO,Fair Isaac Corp,US,1987-07-22,Technology,16914.575075
AEM,Agnico Eagle Mines Ltd,CA,1980-03-17,Metals & Mining,37691.017935
OCGN,Ocugen Inc,US,2014-12-03,Biotechnology,177.398267
UK,Ucommune International Ltd,US,2019-11-07,Real Estate,4.190030999999999
MNOV,MediciNova Inc,US,2006-12-01,Biotechnology,107.901743
AMCX,AMC Networks Inc,US,2011-06-16,Media,756.527065
TEX,Terex Corp,US,1991-03-19,Machinery,2855.9250930000007
MRVI,Maravai LifeSciences Holdings Inc,US,2020-11-20,Life Sciences Tools & Services,3494.615023
ONTX,Onconova Therapeutics Inc,US,2013-07-25,Pharmaceuticals,14.678691
IOVA,Iovance Biotherapeutics Inc,US,2008-06-20,Biotechnology,1329.736498
WHLM,Wilhelmina International Inc,US,1996-07-30,Commercial Services & Supplies,21.865679
ARHS,Arhaus Inc,US,2021-11-04,Retail,1058.8779090000003
PYPL,PayPal Holdings Inc,US,2015-07-06,Financial Services,84807.740859
BROG,Brooge Energy Ltd,AE,2018-07-13,Energy ,682.7323229999997
SERA,Sera Prognostics Inc,US,2021-07-15,Biotechnology,114.45265800000001
MEOH,Methanex Corp,CA,1991-09-17,Chemicals,4119.036302000001
ANGI,Angi Inc,US,2017-10-02,Media,1090.330648
CURO,CURO Group Holdings Corp,US,2017-12-07,Financial Services,64.929148
JCSE,JE Cleantech Holdings Ltd,SG,2022-04-22,Machinery,7.08944
WNW,Meiwu Technology Co Ltd,CN,2020-12-15,Retail,9.299609
QSI,Quantum-Si Inc,US,2020-09-04,Life Sciences Tools & Services,221.11193600000004
SPSC,SPS Commerce Inc,US,2010-04-22,Technology,5364.406585
IDT,IDT Corp,US,2001-06-01,Telecommunication,841.2771029999999
ONYX,Onyx Acquisition I Co,US,2021-11-03,,346.49499300000014
WMK,Weis Markets Inc,US,1981-05-22,Retail,2260.007109
SYY,Sysco Corp,US,1981-01-20,Retail,39222.562036
EVE,EVe Mobility Acquisition Corp,US,2021-12-15,,359.5568669999999
PCOR,Procore Technologies Inc,US,2021-05-20,Technology,7624.146026000002
MARK,Remark Holdings Inc,US,2007-10-03,Technology,12.449709
AIRG,Airgain Inc,US,2016-08-11,Electrical Equipment,57.791105
OSIS,OSI Systems Inc,US,1997-10-02,Electrical Equipment,1709.4410679999999
CBT,Cabot Corp,US,1980-03-17,Chemicals,4150.482904999999
TER,Teradyne Inc,US,1979-05-15,Semiconductors,15665.646787
SR,Spire Inc,US,1980-03-17,Utilities,3735.505354999999
BCDA,BioCardia Inc,US,1996-11-13,Biotechnology,40.366028
TCBC,TC Bancshares Inc,US,2021-07-21,Banking,69.73829
STGW,Stagwell Inc,US,1998-10-01,Media,2030.0809429999995
ACIU,AC Immune SA,CH,2016-09-23,Biotechnology,188.14583000000002
JACK,Jack in the Box Inc,US,1992-03-05,"Hotels, Restaurants & Leisure",1792.2338850000006
RCON,Recon Technology Ltd,CN,2009-07-30,,13.454054000000001
FSRX,Finserv Acquisition Corp II,US,2021-02-18,,135.308122
APPS,Digital Turbine Inc,US,2006-06-30,Technology,1212.1880020000006
MWA,Mueller Water Products Inc,US,2006-05-26,Machinery,2040.809798
NEPH,Nephros Inc,US,2004-09-21,Consumer products,14.540999999999999
CB,Chubb Ltd,CH,1993-03-25,Insurance,81378.044475
CABA,Cabaletta Bio Inc,US,2019-10-25,Biotechnology,246.340171
WNEB,Western New England Bancorp Inc,US,2001-12-28,Banking,179.01786
IRTC,iRhythm Technologies Inc,US,2016-10-20,Health Care,3764.9484399999997
DOX,Amdocs Ltd,US,1998-06-19,Technology,11575.438593000004
NTRA,Natera Inc,US,2015-07-02,Biotechnology,5880.659374
ZENV,Zenvia Inc,BR,2021-07-08,Technology,16.267552
IART,Integra Lifesciences Holdings Corp,US,1995-08-16,Health Care,4684.27736
BMRA,Biomerica Inc,US,1980-03-17,Health Care,29.254178000000003
BNSO,Bonso Electronics International Inc,HK,1989-01-01,Electrical Equipment,13.138689999999999
BEAM,Beam Therapeutics Inc,US,2020-02-06,Biotechnology,2153.1056899999994
RBA,Ritchie Bros Auctioneers Inc,CA,2004-01-27,Commercial Services & Supplies,13793.308491
STRO,Sutro Biopharma Inc,US,2018-09-27,Biotechnology,276.13693
AUDC,AudioCodes Ltd,IL,1999-05-01,Communications,455.36439100000007
UTAA,UTA Acquisition Corp,US,2021-12-02,,299.575002
AMOT,Allied Motion Technologies Inc,US,1980-10-20,Electrical Equipment,558.016952
MOGO,Mogo Inc,CA,1993-12-14,Financial Services,65.230459
RXST,Rxsight Inc,US,2021-07-30,Health Care,570.1341029999999
CMLS,Cumulus Media Inc,US,2018-06-04,Media,77.184578
BWMX,Betterware de Mexico SAPI de CV,MX,2021-08-30,Retail,407.556562
OPXS,Optex Systems Holdings Inc,US,2007-10-16,Aerospace & Defense,19.748164000000003
LNSR,LENSAR Inc,US,2020-09-21,Health Care,28.866789
BWFG,Bankwell Financial Group Inc,US,2014-05-15,Banking,187.639552
EW,Edwards Lifesciences Corp,US,2000-03-27,Health Care,51025.322504
PTRA,Proterra Inc,US,2020-11-23,Machinery,280.735995
WU,Western Union Co,US,2006-09-20,Financial Services,4121.381548999999
ANF,Abercrombie & Fitch Co,US,1996-09-26,Retail,1296.421079
OCSL,Oaktree Specialty Lending Corp,US,2008-06-12,Financial Services,1421.351617
SEED,Origin Agritech Ltd,CN,2005-11-08,Food Products,36.95785
NUVA,NuVasive Inc,US,2004-05-13,Health Care,2188.1584610000004
ESPR,Esperion Therapeutics Inc,US,2013-06-24,Pharmaceuticals,120.737842
KOPN,Kopin Corp,US,1992-04-15,Semiconductors,112.66374500000002
MLAB,Mesa Laboratories Inc,US,1984-02-29,Health Care,938.2534949999999
HGEN,Humanigen Inc,US,2013-01-30,Biotechnology,16.528322
CHPT,ChargePoint Holdings Inc,US,2019-07-30,Electrical Equipment,3221.034555
OM,Outset Medical Inc,US,2020-09-15,Health Care,854.0667170000003
EZGO,EZGO Technologies Ltd,CN,2021-01-26,Automobiles,47.19799900000001
EZPW,EZCORP Inc,US,1991-08-27,Financial Services,484.720304
APRE,Aprea Therapeutics Inc,US,2019-10-03,Biotechnology,16.49354
AWR,American States Water Co,US,1980-03-17,Utilities,3426.7141450000004
KNOP,Knot Offshore Partners LP,GB,2013-10-04,Energy ,174.04416
MITA,Coliseum Acquisition Corp,US,2021-06-23,,191.999996
BTE,Baytex Energy Corp,CA,2011-07-12,Energy ,2844.534766
CTHR,Charles & Colvard Ltd,US,1997-11-14,"Textiles, Apparel & Luxury Goods",35.712733
SPRB,Spruce Biosciences Inc,US,2020-10-09,Biotechnology,87.83891899999999
RRX,Regal Rexnord Corp,US,1905-05-22,Electrical Equipment,8420.618387
MAXN,Maxeon Solar Technologies Ltd,SG,2020-08-14,Semiconductors,1199.679829
HPE,Hewlett Packard Enterprise Co,US,2015-10-19,Technology,20552.482189
RIGL,Rigel Pharmaceuticals Inc,US,2000-11-29,Biotechnology,217.066708
RXO,RXO Inc,US,2022-10-27,Road & Rail,2136.1366760000005
NDAQ,Nasdaq Inc,US,2002-07-08,Financial Services,26846.263261
PSTX,Poseida Therapeutics Inc,US,2020-07-10,Biotechnology,246.60252999999997
PII,Polaris Inc,US,1987-09-16,Leisure Products,5872.016813
IMNM,Immunome Inc,US,2020-10-02,Biotechnology,63.518088
PTGX,Protagonist Therapeutics Inc,US,2016-08-11,Biotechnology,947.052273
MARA,Marathon Digital Holdings Inc,US,2014-07-28,Technology,1334.631259
ICPT,Intercept Pharmaceuticals Inc,US,2012-10-11,Biotechnology,550.879001
SNRH,Senior Connect Acquisition Corp I,US,2020-12-15,,520.087525
UNH,UnitedHealth Group Inc,US,1984-10-17,Health Care,478373.07223400025
AFG,American Financial Group Inc,US,1980-03-17,Insurance,10388.451468000001
IMPP,Imperial Petroleum Inc,GR,2021-12-06,Energy ,51.461065999999995
NH,NantHealth Inc,US,2016-06-02,Health Care,13.634929000000001
DSKE,Daseke Inc,US,2015-07-23,Road & Rail,323.981743
LCID,Lucid Group Inc,US,2020-07-29,Automobiles,14095.371318000001
MIGI,Mawson Infrastructure Group Inc,AU,2012-02-10,Technology,38.012687
PATI,Patriot Transportation Holding Inc,US,2015-01-07,Road & Rail,29.65592000000001
LITE,Lumentum Holdings Inc,US,2015-07-23,Communications,3173.605125
EGO,Eldorado Gold Corp,CA,1993-10-23,Metals & Mining,2694.392484
SUMO,Sumo Logic Inc,US,2020-09-16,Technology,1465.224193
SEAS,SeaWorld Entertainment Inc,US,2013-04-18,"Hotels, Restaurants & Leisure",3723.9447600000003
SXTC,China SXT Pharmaceuticals Inc,CN,2019-01-04,Pharmaceuticals,1.212755
PLL,Piedmont Lithium Inc,US,1983-03-28,Metals & Mining,984.8070740000001
FEXD,Fintech Ecosystem Development Corp,US,2021-10-19,,152.55151899999998
IONS,Ionis Pharmaceuticals Inc,US,1991-05-17,Biotechnology,5327.89545
KE,Kimball Electronics Inc,US,2014-10-20,Electrical Equipment,560.497038
USAP,Universal Stainless & Alloy Products Inc,US,1994-12-14,Metals & Mining,82.35271400000002
VABK,Virginia National Bankshares Corp,US,1998-10-28,Banking,190.376249
FOLD,Amicus Therapeutics Inc,US,2007-05-31,Biotechnology,3172.0595949999997
PBHC,Pathfinder Bancorp Inc (MARYLAND),US,1954-11-05,Banking,99.89238500000002
VRCA,Verrica Pharmaceuticals Inc,US,2018-06-15,Pharmaceuticals,252.786408
BW,Babcock & Wilcox Enterprises Inc,US,2015-06-16,Electrical Equipment,493.349758
ACM,AECOM,US,2007-05-10,Construction,11153.537834999996
PAYO,Payoneer Global Inc,US,2020-10-16,Financial Services,2101.3680439999994
OKE,ONEOK Inc,US,1954-05-24,Energy ,29377.947122000005
SOBR,Sobr Safe Inc,US,2009-04-03,Electrical Equipment,33.949319
CINF,Cincinnati Financial Corp,US,1980-03-17,Insurance,17587.357521999995
KTOS,Kratos Defense and Security Solutions Inc,US,1999-11-05,Aerospace & Defense,1632.6468020000002
BLDR,Builders FirstSource Inc,US,2005-06-22,Building,11804.191729
ICCM,Icecure Medical Ltd,IL,2011-02-02,Health Care,187.23856999999998
ONCR,Oncorus Inc,US,2020-10-02,Biotechnology,7.906895
ATTO,Atento SA,LU,2014-10-02,Professional Services,27.000008
HCDI,Harbor Custom Development Inc,US,2020-04-02,Consumer products,3.581377
TDW,Tidewater Inc,US,1981-05-22,,2190.5585170000004
TPB,Turning Point Brands Inc,US,2016-05-11,Tobacco,365.13053700000006
CM,Canadian Imperial Bank of Commerce,CA,1961-06-02,Banking,51690.700922
CHH,Choice Hotels International Inc,US,1996-10-16,"Hotels, Restaurants & Leisure",6114.2476560000005
ITGR,Integer Holdings Corp,US,2000-09-29,Health Care,2536.247525
CFG,Citizens Financial Group Inc,US,2014-09-24,Banking,14072.975104999998
AZTA,Azenta Inc,US,1995-02-02,Life Sciences Tools & Services,3008.0686440000004
LOCO,El Pollo Loco Holdings Inc,US,2014-07-25,"Hotels, Restaurants & Leisure",327.41015
ZYNE,Zynerba Pharmaceuticals Inc,US,2015-08-05,Pharmaceuticals,21.340996
EXPD,Expeditors International of Washington Inc,US,2005-06-06,Logistics & Transportation,16265.833359999999
GMBL,Esports Entertainment Group Inc,MT,2008-12-19,"Hotels, Restaurants & Leisure",7.098692
PROK,ProKidney Corp,US,2021-06-30,Biotechnology,2296.217804
CINT,Ci&T Inc,BR,2021-11-10,Technology,702.525125
ASCB,ASPAC II Acquisition Corp,HK,2022-05-03,,263.373
YMAB,Y-mAbs Therapeutics Inc,US,2018-09-21,Biotechnology,250.273594
CIVB,Civista Bancshares Inc,US,1993-10-27,Banking,265.869405
SYBT,Stock Yards Bancorp Inc,US,1993-03-24,Banking,1547.042837
RELL,Richardson Electronics Ltd,US,1983-10-28,Electrical Equipment,253.11237600000004
RIOT,Riot Platforms Inc,US,2003-01-23,Technology,1529.5305849999993
TOI,Oncology Institute Inc,US,2020-03-13,Health Care,51.433114
GAIA,Gaia Inc,US,1999-10-29,Media,65.539485
FXLV,F45 Training Holdings Inc,US,2021-07-15,"Hotels, Restaurants & Leisure",106.074229
NUS,NU Skin Enterprises Inc,US,1996-11-22,Consumer products,1995.2212950000005
REKR,Rekor Systems Inc,US,2017-08-28,Technology,67.232676
VFF,Village Farms International Inc,CA,2010-03-25,Food Products,85.986362
EAC,Edify Acquisition Corp,US,2021-01-20,,353.970012
GNLX,Genelux Corp,US,2023-01-26,Biotechnology,657.051
WTBA,West Bancorporation Inc,US,1994-11-22,Banking,291.540015
LKFN,Lakeland Financial Corp,US,1994-03-08,Banking,1526.754944
FWAC,Fifth Wall Acquisition Corp III,KY,2021-05-19,,360.229217
HCVI,Hennessy Capital Investment Corp VI,US,2021-09-29,,460.027575
AMAO,American Acquisition Opportunity Inc,US,2021-03-22,,35.173714000000004
ANIX,Anixa Biosciences Inc,US,1983-10-07,Biotechnology,137.615655
PMD,Psychemedics Corp,US,1987-01-22,Health Care,30.412861
LTRPA,Liberty Tripadvisor Holdings Inc,US,2014-08-27,Media,138.850099
STKL,Sunopta Inc,US,1981-08-13,Food Products,1136.2984385964912
GTEC,Greenland Technologies Holding Corp,US,2018-07-27,Machinery,19.986895999999998
TTEC,TTEC Holdings Inc,US,1996-08-01,Professional Services,1752.54393
AR,Antero Resources Corp,US,2013-10-10,Energy ,6932.455534000001
GAMC,Golden Arrow Merger Corp,US,2021-03-19,,364.0468790000001
HLI,Houlihan Lokey Inc,US,2015-08-13,Financial Services,5810.181346
SNT,Senstar Technologies Ltd,IL,1993-03-01,Electrical Equipment,32.096481
FISI,Financial Institutions Inc,US,1999-06-25,Banking,283.677595
AMPY,Amplify Energy Corp,US,2012-07-12,Energy ,265.94248500000003
SM,SM Energy Co,US,1992-12-16,Energy ,3611.6164280000003
HP,Helmerich and Payne Inc,US,1963-03-20,,3884.865819000001
BROS,Dutch Bros Inc,US,2021-09-15,"Hotels, Restaurants & Leisure",5157.357761999999
INKT,Mink Therapeutics Inc,US,2021-10-15,Biotechnology,67.14316
DNA,Ginkgo Bioworks Holdings Inc,US,2021-04-19,Chemicals,2577.3113699999994
WFRD,Weatherford International PLC,US,2019-12-19,,4220.100653
BLCM,Bellicum Pharmaceuticals Inc,US,2014-12-18,Biotechnology,2.704843
PTPI,Petros Pharmaceuticals Inc,US,2020-12-02,Pharmaceuticals,2.067811
IT,Gartner Inc,US,1993-10-05,Technology,24805.260944
IMKTA,Ingles Markets Inc,US,1987-09-22,Retail,1671.807742
ASTC,Astrotech Corp,US,1995-12-21,Electrical Equipment,18.127746
ADM,Archer-Daniels-Midland Co,US,1924-12-24,Food Products,43150.20126799998
CF,CF Industries Holdings Inc,US,2005-08-11,Chemicals,13989.605472999998
LTRY,Lottery.com Inc,US,2018-06-01,"Hotels, Restaurants & Leisure",19.695191
TFC,Truist Financial Corp,US,1980-03-18,Banking,43483.310305
OLLI,Ollie's Bargain Outlet Holdings Inc,US,2015-07-16,Retail,3604.7230659999996
LMNL,Liminal BioSciences Inc,CA,2019-07-05,Biotechnology,21.170793
SPCE,Virgin Galactic Holdings Inc,US,2017-09-18,Aerospace & Defense,882.819923
KWR,Quaker Chemical Corp,US,1980-03-17,Chemicals,3449.4204579999996
APPN,Appian Corp,US,2017-05-25,Technology,3072.2404989999995
GME,GameStop Corp,US,2002-02-12,Retail,6824.729864
CCCC,C4 Therapeutics Inc,US,2020-10-02,Biotechnology,161.867802
APEI,American Public Education Inc,US,2007-11-09,Diversified Consumer Services,107.714152
BUR,Burford Capital Ltd,GG,2009-10-21,Financial Services,2142.496309
RNW,Renew Energy Global PLC,GB,2021-01-29,Utilities,2196.5643800000003
FRME,First Merchants Corp,US,1989-06-20,Banking,1891.7917510000002
DRTT,DIRTT Environmental Solutions Ltd,CA,2013-11-28,Building,61.715842
PAG,Penske Automotive Group Inc,US,1996-10-23,Retail,9358.593379000002
DSX,Diana Shipping Inc,GR,2005-03-18,Marine,391.110278
PEV,Phoenix Motor Inc,US,2022-06-08,Automobiles,13.132792000000002
MATW,Matthews International Corp,US,1994-07-20,Commercial Services & Supplies,1075.640767
BKKT,Bakkt Holdings Inc,US,2020-09-23,Financial Services,410.685115
VOXR,Vox Royalty Corp,CA,2018-10-17,Metals & Mining,185.699882
ABSI,Absci Corp,US,2021-07-22,Biotechnology,159.71690100000004
ICD,Independence Contract Drilling Inc,US,2014-04-21,,44.470402
SALM,Salem Media Group Inc,US,1999-07-01,Media,23.612771
AVHI,Achari Ventures Holdings Corp I,US,2021-10-15,,131.84375199952606
PRGO,Perrigo Company PLC,IE,1991-12-17,Pharmaceuticals,4957.159424
HTBI,HomeTrust Bancshares Inc,US,2011-12-27,Banking,377.371527
FNLC,First Bancorp Inc,US,1999-07-14,Banking,278.812187
TRON,Corner Growth Acquisition Corp 2,US,2021-06-21,,127.41110100000002
FUSB,First US Bancshares Inc,US,1987-01-01,Banking,45.018229
ALE,ALLETE Inc,US,1981-05-22,Utilities,3752.352814
BJ,BJ's Wholesale Club Holdings Inc,US,2018-06-28,Retail,10101.687531999998
CMG,Chipotle Mexican Grill Inc,US,2006-01-26,"Hotels, Restaurants & Leisure",46548.611961
